job_description,label
"Title: AI Engineer
Skills: SQL, MLflow
Join us! We're a healthtech software company and we need a talented AI Engineer. This is a Contract position (New York, NY). Responsibilities: Train, evaluate and deploy machine learning models; Build recommendation, forecasting and nlp systems; Communicate findings to product and leadership teams; Design experiments and a/b tests to measure impact. You have 4+ years of relevant experience. Salary range: competitive. Plus pension, wellness allowance and team events. Click apply to start your application. Immediate start available.",1
"Title: Kitchen Manager
Skills: Menu planning, Food safety, Team leadership
Our client, a venture-backed fintech scale-up, has an immediate opening for a Kitchen Manager in Berlin. You will lead kitchen operations during busy service. You will design seasonal menus and daily specials. You will train and supervise kitchen staff. Requirements: 2+ years in a similar role, strong communication skills, and a can-do attitude. Benefits include performance bonus, flexible hours and professional development budget. Apply now — interviews are being scheduled on a rolling basis.",0
"Title: Game Engine Programmer
Skills: 3D math, Git, Optimisation, Physics, C++
We are a community non-profit looking for a Game Engine Programmer to join our growing team in Remote. You will build tools that speed up the content pipeline. You will profile and optimise frame rate across platforms. You will implement gameplay systems, AI and UI features. Minimum 2 years of experience required. A relevant degree or certification is a plus. In return we offer ₹8–15 LPA, hybrid working and clear career progression. Click apply to start your application. Immediate start available.",1
"Title: Junior IT Recruiter
Skills: Offer negotiation, LinkedIn Recruiter, Sourcing
Join us! We're a fast-growing SaaS startup and we need a talented Junior IT Recruiter. This is a Full-time position (Dubai). You will source and screen software engineers, DevOps and data candidates. You will build talent pools for hard-to-fill engineering roles. You will manage candidate pipelines in the ATS. Minimum 7 years of experience required. A relevant degree or certification is a plus. In return we offer £55,000–£75,000, hybrid working and clear career progression. All qualified applicants will receive consideration without regard to race, religion, gender or age. Click apply to start your application. Immediate start available.",0
"Title: Unreal Engine Developer
Skills: 
Our client, an AI-driven analytics company, has an immediate opening for a Unreal Engine Developer in Toronto. Responsibilities: Build tools that speed up the content pipeline; Collaborate with artists and designers on new content; Implement gameplay systems, ai and ui features; Profile and optimise frame rate across platforms. You have 2+ years of relevant experience. Benefits include performance bonus, flexible hours and professional development budget. Click apply to start your application. Immediate start available.",1
"Title: Associate Bartender
Skills: Guest relations, Food and beverage, Event coordination, Staff scheduling
Our client, an independent school, has an immediate opening for a Associate Bartender in Pune. Responsibilities: Lead front-of-house teams through busy periods; Plan and execute flawless events and functions; Deliver memorable guest experiences every shift. The ideal candidate brings 3 years of hands-on experience and thrives in a fast-paced environment. In return we offer competitive, hybrid working and clear career progression. All qualified applicants will receive consideration without regard to race, religion, gender or age.",0
"Title: Senior Quality Assurance Analyst
Skills: JIRA, Playwright, API testing, Python, Test planning, Communication
About the role: A developer-tools startup seeks an experienced Senior Quality Assurance Analyst. Location: Bengaluru. Internship. Responsibilities: Integrate tests into ci pipelines and gate releases; Design and maintain automated test suites. The ideal candidate brings 3 years of hands-on experience and thrives in a fast-paced environment. Salary range: ₹8–15 LPA. Plus pension, wellness allowance and team events. All qualified applicants will receive consideration without regard to race, religion, gender or age. To apply, submit your CV and a short cover letter.",1
"Title: Salesforce Developer
Skills: ABAP, Integration, Apex
We are a developer-tools startup looking for a Salesforce Developer to join our growing team in Berlin. You will translate business processes into platform workflows. You will customise and extend the platform with code and configuration. You will support and train business users on new functionality. You will build integrations between enterprise systems. Requirements: 5+ years in a similar role, strong communication skills, and a can-do attitude. Benefits include performance bonus, flexible hours and professional development budget. To apply, submit your CV and a short cover letter.",1
"Title: Trainee Fitness Trainer
Skills: Program design, Nutrition basics, CPR certification, First aid, Client motivation
A manufacturing plant is hiring a Trainee Fitness Trainer based in Hyderabad. You will track client progress and adjust plans. You will grow client retention through great service. You will design safe, effective training programmes. The ideal candidate brings 5 years of hands-on experience and thrives in a fast-paced environment. Click apply to start your application. Immediate start available.",0
"Title: Associate Mobile Developer
Skills: Kotlin, Dart, iOS, Problem solving
Our client, an accountancy practice, has an immediate opening for a Associate Mobile Developer in Mumbai. You will maintain a high crash-free rate across device fleets. You will build and ship native mobile applications. The ideal candidate brings 8 years of hands-on experience and thrives in a fast-paced environment. Benefits include performance bonus, flexible hours and professional development budget. We are an equal opportunity employer and value diversity at our company. To apply, submit your CV and a short cover letter.",1
"Title: Principal IT Recruiter
Skills: Offer negotiation, LinkedIn Recruiter, Interviewing
We are a fast-growing SaaS startup looking for a Principal IT Recruiter to join our growing team in New York, NY. You will manage candidate pipelines in the ATS. You will source and screen software engineers, DevOps and data candidates. You will partner with hiring managers on role requirements for Python and Java teams. Requirements: 8+ years in a similar role, strong communication skills, and a can-do attitude.",0
"Title: Senior Infrastructure Engineer
Skills: GCP, Kubernetes, AWS
About the role: A leading cloud infrastructure provider seeks an experienced Senior Infrastructure Engineer. Location: Manchester. Part-time. You will drive down cloud costs and harden infrastructure security. You will improve system reliability, monitoring and alerting. You will automate deployment, scaling and incident response. You will manage Kubernetes clusters and cloud infrastructure as code. Minimum 2 years of experience required. A relevant degree or certification is a plus. Compensation: $110,000–$150,000 depending on experience. We are an equal opportunity employer and value diversity at our company.",1
"Title: Business Development Manager - Immediate Start
Skills: Prospecting, Cold calling, Negotiation
About the role: A regional hospital network seeks an experienced Business Development Manager - Immediate Start. Location: Manchester. Permanent. Responsibilities: Run discovery calls, demos and negotiations; Manage a pipeline and forecast accurately. Minimum 3 years of experience required. A relevant degree or certification is a plus. Salary range: €60,000–€80,000. Plus pension, wellness allowance and team events. All qualified applicants will receive consideration without regard to race, religion, gender or age. To apply, submit your CV and a short cover letter.",0
"Title: Associate Test Engineer
Skills: 
We are a boutique hotel group looking for a Associate Test Engineer to join our growing team in Pune. Responsibilities: Reproduce, isolate and document defects clearly; Integrate tests into ci pipelines and gate releases; Champion quality across the development lifecycle; Build api, ui and regression test frameworks. Requirements: 7+ years in a similar role, strong communication skills, and a can-do attitude. Salary range: ₹8–15 LPA. Plus pension, wellness allowance and team events. To apply, submit your CV and a short cover letter.",1
"Title: GRADUATE LINE COOK
Skills: Cost control, Food safety, Inventory management
Our client, a construction and civil engineering contractor, has an immediate opening for a GRADUATE LINE COOK in New York, NY. Responsibilities: Uphold hygiene and food safety standards; Design seasonal menus and daily specials; Lead kitchen operations during busy service; Train and supervise kitchen staff. You have 2+ years of relevant experience. To apply, submit your CV and a short cover letter.",0
"Title: Associate IoT Engineer - Remote
Skills: Python, C++, Hardware debugging, C, RTOS, I2C, SPI
An AI-driven analytics company is hiring a Associate IoT Engineer - Remote based in Pune. Responsibilities: Optimise for power consumption and real-time constraints; Implement low-level drivers and communication protocols; Develop firmware for resource-constrained devices; Bring up new boards and debug with oscilloscopes and jtag. Requirements: 3+ years in a similar role, strong communication skills, and a can-do attitude. We are an equal opportunity employer and value diversity at our company. To apply, submit your CV and a short cover letter.",1
"Title: SENIOR CLIENT SERVICES COORDINATOR
Skills: Multitasking, Data entry, Conflict resolution, English
Position: SENIOR CLIENT SERVICES COORDINATOR
Location: Remote
Type: Part-time
About us: we are a regional hospital network with a people-first culture. Responsibilities: Answer inbound calls, chats and emails from customers; Hit response-time and satisfaction targets; De-escalate difficult conversations with empathy. You have 3+ years of relevant experience. All qualified applicants will receive consideration without regard to race, religion, gender or age. Apply now — interviews are being scheduled on a rolling basis.",0
"Title: Preschool Teacher
Skills: Classroom management, Curriculum design, Lesson planning, Parent communication, Assessment
Position: Preschool Teacher
Location: London
Type: Part-time
About us: we are a busy law firm with a people-first culture. You will contribute to school events and extracurriculars. You will assess student progress and provide feedback. You will plan and deliver engaging lessons across the curriculum. You will communicate regularly with parents and guardians. You have 3+ years of relevant experience. In return we offer $70,000–$95,000, hybrid working and clear career progression. We celebrate diversity and are committed to creating an inclusive environment for all employees. To apply, submit your CV and a short cover letter.",0
"Title: Graduate Territory Sales Manager
Skills: Cold calling, Prospecting
Our client, an accountancy practice, has an immediate opening for a Graduate Territory Sales Manager in Remote. Responsibilities: Prospect, qualify and close new business; Consistently hit and exceed monthly quota; Manage a pipeline and forecast accurately. Minimum 3 years of experience required. A relevant degree or certification is a plus. We celebrate diversity and are committed to creating an inclusive environment for all employees. Apply now — interviews are being scheduled on a rolling basis.",0
"Title: Senior Application Developer
Skills: Git, JavaScript, PostgreSQL
We are a leading cloud infrastructure provider looking for a Senior Application Developer to join our growing team in Austin, TX. Responsibilities: Debug production issues and improve observability; Work in an agile team with two-week sprints. You have 5+ years of relevant experience. Benefits include performance bonus, flexible hours and professional development budget. All qualified applicants will receive consideration without regard to race, religion, gender or age. Click apply to start your application. Immediate start available.",1
"Title: Staff Editor
Skills: Interviewing, Editing, Writing, AP style, Research, Press releases, Storytelling, English
Our client, an accountancy practice, has an immediate opening for a Staff Editor in Hyderabad. You will research, write and edit compelling stories and copy. You will pitch ideas and meet tight editorial deadlines. You will manage media relationships and press coverage. Minimum 5 years of experience required. A relevant degree or certification is a plus. Click apply to start your application. Immediate start available.",0
"Title: Senior Sales Representative
Skills: Cold calling, Pipeline management, Relationship building
Our client, an independent school, has an immediate opening for a Senior Sales Representative in Hybrid — Bengaluru. Responsibilities: Manage a pipeline and forecast accurately; Consistently hit and exceed monthly quota; Grow revenue within existing accounts; Prospect, qualify and close new business. You have 3+ years of relevant experience. Salary range: €60,000–€80,000. Plus pension, wellness allowance and team events. All qualified applicants will receive consideration without regard to race, religion, gender or age. To apply, submit your CV and a short cover letter.",0
"Title: SECURITY GUARD
Skills: SIA licence, Incident reporting, Patrolling
We are a regional hospital network looking for a SECURITY GUARD to join our growing team in Dubai. You will respond to alarms and security incidents. You will provide a visible, reassuring presence. The ideal candidate brings 2 years of hands-on experience and thrives in a fast-paced environment. In return we offer ₹8–15 LPA, hybrid working and clear career progression. We are an equal opportunity employer and value diversity at our company. To apply, submit your CV and a short cover letter.",0
"Title: Application Security Engineer
Skills: SIEM, Splunk
We are a cybersecurity software vendor looking for a Application Security Engineer to join our growing team in Dubai. Responsibilities: Review code and architectures for security flaws; Harden cloud and on-prem infrastructure; Monitor, triage and respond to security incidents. The ideal candidate brings 5 years of hands-on experience and thrives in a fast-paced environment. Click apply to start your application. Immediate start available.",1
"Title: Lead English Teacher
Skills: Parent communication, Lesson planning
Join us! We're a logistics and haulage company and we need a talented Lead English Teacher. This is a Permanent position (Dubai). You will plan and deliver engaging lessons across the curriculum. You will create an inclusive, well-managed classroom. You will communicate regularly with parents and guardians. You will contribute to school events and extracurriculars. Requirements: 2+ years in a similar role, strong communication skills, and a can-do attitude. Click apply to start your application. Immediate start available.",0
"Title: Test Engineer III
Skills: Cypress, Test planning, JIRA, Java, API testing, CI/CD, Postman
An AI-driven analytics company is hiring a Test Engineer III based in New York, NY. You will reproduce, isolate and document defects clearly. You will build API, UI and regression test frameworks. The ideal candidate brings 3 years of hands-on experience and thrives in a fast-paced environment. We are an equal opportunity employer and value diversity at our company. Click apply to start your application. Immediate start available.",1
"Title: Graduate Data Platform Engineer
Skills: Kafka, Scala, BigQuery, SQL, Snowflake, Airflow, AWS, Python, Time management
Our client, a fast-growing SaaS startup, has an immediate opening for a Graduate Data Platform Engineer in Singapore. You will partner with data scientists to productionise datasets. You will model warehouse tables that analysts can trust. You will own data quality, lineage and pipeline observability. You will move terabytes of data reliably and cheaply. The ideal candidate brings 3 years of hands-on experience and thrives in a fast-paced environment. We are an equal opportunity employer and value diversity at our company. Click apply to start your application. Immediate start available.",1
"Title: Graduate Inside Sales Representative
Skills: CRM, Quota attainment, Prospecting, Relationship building, Negotiation
We are a logistics and haulage company looking for a Graduate Inside Sales Representative to join our growing team in Dubai. You will consistently hit and exceed monthly quota. You will prospect, qualify and close new business. You will manage a pipeline and forecast accurately. Minimum 3 years of experience required. A relevant degree or certification is a plus.",0
"Title: Blockchain Developer
Skills: Ethereum, Web3.js
We are a cybersecurity software vendor looking for a Blockchain Developer to join our growing team in Mumbai. You will monitor deployed protocols and respond to incidents. You will build dApps and integrate wallets and on-chain data. You will design, implement and audit smart contracts. You will write thorough tests for contract edge cases. The ideal candidate brings 3 years of hands-on experience and thrives in a fast-paced environment. Salary range: ₹8–15 LPA. Plus pension, wellness allowance and team events. We celebrate diversity and are committed to creating an inclusive environment for all employees. Apply now — interviews are being scheduled on a rolling basis.",1
"Title: Staff AI Engineer
Skills: scikit-learn, Spark, Communication
Our client, a fast-growing SaaS startup, has an immediate opening for a Staff AI Engineer in Manchester. Responsibilities: Communicate findings to product and leadership teams; Build recommendation, forecasting and nlp systems; Design experiments and a/b tests to measure impact. Requirements: 5+ years in a similar role, strong communication skills, and a can-do attitude. Click apply to start your application. Immediate start available.",1
"Title: Lead NLP Engineer - Immediate Start
Skills: SQL, Hugging Face, TensorFlow, MLflow, Python, NumPy
A leading cloud infrastructure provider is hiring a Lead NLP Engineer - Immediate Start based in New York, NY. You will productionise models with proper monitoring and retraining. You will build recommendation, forecasting and NLP systems. You will train, evaluate and deploy machine learning models. Requirements: 2+ years in a similar role, strong communication skills, and a can-do attitude. Benefits include performance bonus, flexible hours and professional development budget. Apply now — interviews are being scheduled on a rolling basis.",1
"Staff Auto Mechanic. Position: Staff Auto Mechanic
Location: Austin, TX
Type: Permanent
About us: we are a boutique hotel group with a people-first culture. You will diagnose faults and complete repairs to code. You will keep accurate records of work performed. You will follow site safety rules and wear required PPE. You will install, maintain and repair systems and equipment. The ideal candidate brings 5 years of hands-on experience and thrives in a fast-paced environment. In return we offer $110,000–$150,000, hybrid working and clear career progression. We are an equal opportunity employer and value diversity at our company. Click apply to start your application. Immediate start available.",0
"Junior Fitness Trainer. Join us! We're a healthtech software company and we need a talented Junior Fitness Trainer. This is a 6-month contract position (Manchester). Responsibilities: Maintain equipment and a safe training environment; Coach individuals and group classes; Design safe, effective training programmes; Grow client retention through great service. Requirements: 3+ years in a similar role, strong communication skills, and a can-do attitude. Benefits include performance bonus, flexible hours and professional development budget. We celebrate diversity and are committed to creating an inclusive environment for all employees. Click apply to start your application. Immediate start available.",0
"Title: Trainee Courier
Skills: Manual handling, Route planning
We are a busy law firm looking for a Trainee Courier to join our growing team in Hyderabad. Responsibilities: Follow health and safety procedures at all times; Load, unload and check consignments; Keep vehicles and equipment maintained and clean. Requirements: 2+ years in a similar role, strong communication skills, and a can-do attitude. In return we offer ₹8–15 LPA, hybrid working and clear career progression. We celebrate diversity and are committed to creating an inclusive environment for all employees. To apply, submit your CV and a short cover letter.",0
"Title: Staff Machine Learning Engineer
Skills: MLflow, Pandas
We are a mobile gaming studio looking for a Staff Machine Learning Engineer to join our growing team in Singapore. Responsibilities: Build recommendation, forecasting and nlp systems; Productionise models with proper monitoring and retraining; Design experiments and a/b tests to measure impact; Communicate findings to product and leadership teams. Minimum 7 years of experience required. A relevant degree or certification is a plus. We celebrate diversity and are committed to creating an inclusive environment for all employees. Apply now — interviews are being scheduled on a rolling basis.",1
"Title: Principal IT Support Engineer II
Skills: Ticketing systems, VMware, Office 365, Intune, PowerShell
A venture-backed fintech scale-up is hiring a Principal IT Support Engineer II based in Chennai. Responsibilities: Patch, monitor and back up company systems; Resolve hardware, software and access tickets; Administer servers, endpoints and business applications; Document runbooks and improve it processes. Minimum 8 years of experience required. A relevant degree or certification is a plus. Apply now — interviews are being scheduled on a rolling basis.",1
"Title: PENETRATION TESTER
Skills: 
Our client, a logistics and haulage company, has an immediate opening for a PENETRATION TESTER in Toronto. You will monitor, triage and respond to security incidents. You will run vulnerability assessments and penetration tests. You will build detection rules and automate response playbooks. You will review code and architectures for security flaws. You have 5+ years of relevant experience. In return we offer $110,000–$150,000, hybrid working and clear career progression. All qualified applicants will receive consideration without regard to race, religion, gender or age. To apply, submit your CV and a short cover letter.",1
"Title: Junior Front Desk Receptionist
Skills: Empathy, Data entry, Multitasking, Phone etiquette, Ticketing systems, Conflict resolution
Our client, an independent school, has an immediate opening for a Junior Front Desk Receptionist in Mumbai. You will hit response-time and satisfaction targets. You will log interactions accurately and follow up on promises. You will answer inbound calls, chats and emails from customers. You will de-escalate difficult conversations with empathy. Minimum 4 years of experience required. A relevant degree or certification is a plus. We offer competitive salary, health insurance and generous paid leave. Click apply to start your application. Immediate start available.",0
"Title: Junior Technical Architect
Skills: Azure, Security, Problem solving
Join us! We're a mobile gaming studio and we need a talented Junior Technical Architect. This is a Full-time position (Chennai). You will set standards for scalability, resilience and security. You will evaluate build-vs-buy decisions and new technologies. Minimum 8 years of experience required. A relevant degree or certification is a plus. All qualified applicants will receive consideration without regard to race, religion, gender or age. Apply now — interviews are being scheduled on a rolling basis.",1
"Title: Junior Editor
Skills: Editing, AP style, Storytelling, Communication
Join us! We're a construction and civil engineering contractor and we need a talented Junior Editor. This is a 6-month contract position (Hybrid — Bengaluru). Responsibilities: Research, write and edit compelling stories and copy; Adapt tone and style for different audiences; Manage media relationships and press coverage; Pitch ideas and meet tight editorial deadlines. You have 2+ years of relevant experience. Salary range: $110,000–$150,000. Plus pension, wellness allowance and team events. All qualified applicants will receive consideration without regard to race, religion, gender or age.",0
"Title: Lead Embedded Systems Developer
Skills: Embedded Linux, ARM, Hardware debugging, I2C, Python
We are a global e-commerce platform looking for a Lead Embedded Systems Developer to join our growing team in Remote. You will implement low-level drivers and communication protocols. You will work alongside electrical engineers on new products. You will bring up new boards and debug with oscilloscopes and JTAG. You have 7+ years of relevant experience. In return we offer $110,000–$150,000, hybrid working and clear career progression. All qualified applicants will receive consideration without regard to race, religion, gender or age.",1
"Title: Senior Web3 Developer
Skills: 
Position: Senior Web3 Developer
Location: Delhi NCR
Type: Full-time
About us: we are a global e-commerce platform with a people-first culture. Responsibilities: Monitor deployed protocols and respond to incidents; Research l2 scaling and new protocol designs. You have 3+ years of relevant experience. In return we offer competitive, hybrid working and clear career progression. We are an equal opportunity employer and value diversity at our company. Click apply to start your application. Immediate start available.",1
"Title: Senior QA Engineer
Skills: Postman, Test planning
Position: Senior QA Engineer
Location: Remote
Type: Contract
About us: we are a fast-growing SaaS startup with a people-first culture. You will reproduce, isolate and document defects clearly. You will design and maintain automated test suites. You will build API, UI and regression test frameworks. Minimum 3 years of experience required. A relevant degree or certification is a plus. We are an equal opportunity employer and value diversity at our company. Apply now — interviews are being scheduled on a rolling basis.",1
"Title: Principal ICU Nurse
Skills: 
We are an independent school looking for a Principal ICU Nurse to join our growing team in Pune. Responsibilities: Coordinate with physicians and allied health teams; Educate patients and families on care plans. The ideal candidate brings 8 years of hands-on experience and thrives in a fast-paced environment. To apply, submit your CV and a short cover letter.",0
"Title: Senior Plumber
Skills: Troubleshooting, Hand tools, Safety compliance, Blueprint reading
We are a national retail chain looking for a Senior Plumber to join our growing team in Chennai. Responsibilities: Follow site safety rules and wear required ppe; Keep accurate records of work performed. Requirements: 5+ years in a similar role, strong communication skills, and a can-do attitude. We are an equal opportunity employer and value diversity at our company.",0
"Title: Senior Agile Coach - Immediate Start
Skills: Scrum, Agile, JIRA, Analytics, A/B testing, SQL, Time management
About the role: A fast-growing SaaS startup seeks an experienced Senior Agile Coach - Immediate Start. Location: Austin, TX. Full-time. Responsibilities: Define success metrics and analyse feature performance; Work daily with developers, designers and data scientists. Requirements: 1+ years in a similar role, strong communication skills, and a can-do attitude. Apply now — interviews are being scheduled on a rolling basis.",1
"Title: Head of Engineering II
Skills: Code review, AWS, Mentoring, Roadmapping, Hiring
Join us! We're a fast-growing SaaS startup and we need a talented Head of Engineering II. This is a 6-month contract position (Manchester). You will stay hands-on in design reviews and critical code paths. You will partner with product on quarterly planning. You will balance technical debt against feature velocity. You will run 1:1s, growth conversations and hiring loops. Minimum 1 years of experience required. A relevant degree or certification is a plus. Click apply to start your application. Immediate start available.",1
"Title: IT Support Specialist
Skills: Ticketing systems, Intune, Linux, VMware, Windows Server, PowerShell, Active Directory, Communication
Our client, a fast-growing SaaS startup, has an immediate opening for a IT Support Specialist in London. You will document runbooks and improve IT processes. You will patch, monitor and back up company systems. You will manage user accounts, group policy and MDM. You will resolve hardware, software and access tickets. Requirements: 4+ years in a similar role, strong communication skills, and a can-do attitude. Benefits include performance bonus, flexible hours and professional development budget. We are an equal opportunity employer and value diversity at our company. To apply, submit your CV and a short cover letter.",1
"Title: Junior Computer Vision Engineer
Skills: scikit-learn, TensorFlow, Problem solving
Position: Junior Computer Vision Engineer
Location: Manchester
Type: Full-time
About us: we are a mobile gaming studio with a people-first culture. You will build recommendation, forecasting and NLP systems. You will productionise models with proper monitoring and retraining. You will design experiments and A/B tests to measure impact. The ideal candidate brings 5 years of hands-on experience and thrives in a fast-paced environment. Benefits include performance bonus, flexible hours and professional development budget.",1
"Meridian Group announces plans to cut 5 jobs as part of a restructuring effort. The technology company said the layoffs would affect teams across Dubai, with analysts calling the move a response to slowing demand.",0
"Title: Principal Firmware Engineer - Immediate Start
Skills: 
About the role: An AI-driven analytics company seeks an experienced Principal Firmware Engineer - Immediate Start. Location: Delhi NCR. Full-time. Responsibilities: Implement low-level drivers and communication protocols; Develop firmware for resource-constrained devices; Optimise for power consumption and real-time constraints. The ideal candidate brings 5 years of hands-on experience and thrives in a fast-paced environment. We are an equal opportunity employer and value diversity at our company. Click apply to start your application. Immediate start available.",1
"Title: Junior Embedded Software Engineer
Skills: 
Our client, a manufacturing plant, has an immediate opening for a Junior Embedded Software Engineer in Manchester. Responsibilities: Implement low-level drivers and communication protocols; Optimise for power consumption and real-time constraints; Bring up new boards and debug with oscilloscopes and jtag; Develop firmware for resource-constrained devices. The ideal candidate brings 8 years of hands-on experience and thrives in a fast-paced environment. Compensation: £55,000–£75,000 depending on experience. All qualified applicants will receive consideration without regard to race, religion, gender or age.",1
"UI Engineer. We are an independent school looking for a UI Engineer to join our growing team in Hyderabad. You will maintain a shared component library and design system. You will improve page performance and Core Web Vitals. You will build responsive, accessible user interfaces. Requirements: 10+ years in a similar role, strong communication skills, and a can-do attitude. Click apply to start your application. Immediate start available.",1
"Title: Lead Care Assistant
Skills: Patient assessment, Appointment scheduling, Treatment planning
Our client, a family-run restaurant group, has an immediate opening for a Lead Care Assistant in New York, NY. Responsibilities: Maintain accurate treatment records; Develop and progress individual care plans; Assess patients and deliver evidence-based treatment; Work within a multidisciplinary clinical team. You have 5+ years of relevant experience. We celebrate diversity and are committed to creating an inclusive environment for all employees. Click apply to start your application. Immediate start available.",0
"Junior Android Developer. We are a leading cloud infrastructure provider looking for a Junior Android Developer to join our growing team in Remote. Responsibilities: Integrate push notifications, analytics and payments; Work with product and design on new mobile features; Build and ship native mobile applications. Requirements: 7+ years in a similar role, strong communication skills, and a can-do attitude. All qualified applicants will receive consideration without regard to race, religion, gender or age. Click apply to start your application. Immediate start available.",1
"Title: Trainee Systems Administrator
Skills: VMware, Ticketing systems, Networking, Active Directory, Office 365, Windows Server, PowerShell, Linux, Problem solving
We are a mobile gaming studio looking for a Trainee Systems Administrator to join our growing team in Toronto. You will administer servers, endpoints and business applications. You will patch, monitor and back up company systems. You will resolve hardware, software and access tickets. The ideal candidate brings 10 years of hands-on experience and thrives in a fast-paced environment. We celebrate diversity and are committed to creating an inclusive environment for all employees. Apply now — interviews are being scheduled on a rolling basis.",1
"Trainee Cloud Architect. Join us! We're a cybersecurity software vendor and we need a talented Trainee Cloud Architect. This is a Internship position (Manchester). You will translate business requirements into system designs. You will own the technical architecture for major initiatives. You will evaluate build-vs-buy decisions and new technologies. You will set standards for scalability, resilience and security. The ideal candidate brings 10 years of hands-on experience and thrives in a fast-paced environment. Salary range: ₹8–15 LPA. Plus pension, wellness allowance and team events. All qualified applicants will receive consideration without regard to race, religion, gender or age. To apply, submit your CV and a short cover letter.",1
"Title: Motion Designer - Remote
Skills: Illustrator, Typography, Figma, Branding, Wireframing, Adobe Photoshop
A healthtech software company is hiring a Motion Designer - Remote based in Dubai. You will create visual identities, layouts and marketing assets. You will design user flows, wireframes and prototypes. You will maintain brand consistency across channels. You will run user research and usability testing sessions. The ideal candidate brings 1 years of hands-on experience and thrives in a fast-paced environment. Compensation: £35,000–£50,000 depending on experience. All qualified applicants will receive consideration without regard to race, religion, gender or age. Apply now — interviews are being scheduled on a rolling basis.",0
Cybersecurity researchers at Northwind Corp disclose a critical vulnerability affecting manufacturing systems. Patches have been released and administrators in Toronto are urged to update immediately.,0
"Title: Associate Construction Project Manager
Skills: Budgeting, Subcontractor management, Project scheduling
Join us! We're a fast-growing SaaS startup and we need a talented Associate Construction Project Manager. This is a Internship position (Hyderabad). You will coordinate subcontractors, deliveries and inspections. You will enforce safety standards on site. You will track budgets, variations and progress claims. Minimum 4 years of experience required. A relevant degree or certification is a plus. Salary range: ₹5–9 LPA. Plus pension, wellness allowance and team events. To apply, submit your CV and a short cover letter.",0
"Title: Junior Social Media Manager
Skills: Email marketing, Analytics, English
About the role: A property management agency seeks an experienced Junior Social Media Manager. Location: London. Permanent. Responsibilities: Coordinate with agencies, designers and sales; Grow brand awareness and lead generation; Run paid media and report on campaign roi; Manage the content calendar and social channels. You have 7+ years of relevant experience. Benefits include performance bonus, flexible hours and professional development budget. Apply now — interviews are being scheduled on a rolling basis.",0
"Title: Junior Investment Banking Analyst (Night Shift)
Skills: Bloomberg, Risk assessment, Excel, Financial modelling, PowerPoint, Valuation
Position: Junior Investment Banking Analyst (Night Shift)
Location: Manchester
Type: Internship
About us: we are an independent school with a people-first culture. You will prepare budgets, forecasts and variance reports. You will build financial models and run scenario analysis. You will evaluate credit risk and investment opportunities. You will support due diligence on transactions. Requirements: 3+ years in a similar role, strong communication skills, and a can-do attitude. Benefits include performance bonus, flexible hours and professional development budget. We celebrate diversity and are committed to creating an inclusive environment for all employees. To apply, submit your CV and a short cover letter.",0
"Title: Lead Credit Analyst
Skills: Financial modelling, Valuation, Risk assessment, PowerPoint
Our client, a regional hospital network, has an immediate opening for a Lead Credit Analyst in Austin, TX. Responsibilities: Evaluate credit risk and investment opportunities; Produce board packs and investor materials; Build financial models and run scenario analysis. You have 5+ years of relevant experience. All qualified applicants will receive consideration without regard to race, religion, gender or age. To apply, submit your CV and a short cover letter.",0
"Title: Product Owner
Skills: A/B testing, Agile, Analytics, JIRA
Join us! We're a venture-backed fintech scale-up and we need a talented Product Owner. This is a 6-month contract position (Dubai). You will own the product backlog and sprint planning for an engineering team. You will work daily with developers, designers and data scientists. You will define success metrics and analyse feature performance. You have 2+ years of relevant experience. In return we offer £55,000–£75,000, hybrid working and clear career progression. We are an equal opportunity employer and value diversity at our company. Click apply to start your application. Immediate start available.",1
"Lead Software Asset Manager. Join us! We're an AI-driven analytics company and we need a talented Lead Software Asset Manager. This is a Internship position (Manchester). Responsibilities: Coordinate schedules, budgets and vendors for it projects; Train staff on business applications and new tools; Manage software licence renewals and true-ups. Minimum 5 years of experience required. A relevant degree or certification is a plus. Salary range: ₹18–30 LPA. Plus pension, wellness allowance and team events.",0
"Stellar Dynamics announces plans to cut 400 jobs as part of a restructuring effort. The telecom company said the layoffs would affect teams across Manchester, with analysts calling the move a response to slowing demand.",0
"Title: SENIOR TEST AUTOMATION ENGINEER
Skills: CI/CD, Playwright, Selenium, JIRA, Cypress
Our client, a community non-profit, has an immediate opening for a SENIOR TEST AUTOMATION ENGINEER in Pune. You will reproduce, isolate and document defects clearly. You will build API, UI and regression test frameworks. The ideal candidate brings 4 years of hands-on experience and thrives in a fast-paced environment. Click apply to start your application. Immediate start available.",1
"Title: Staff Security Officer
Skills: Conflict de-escalation, Incident reporting
Our client, a family-run restaurant group, has an immediate opening for a Staff Security Officer in Manchester. You will provide a visible, reassuring presence. You will patrol premises and monitor CCTV systems. Minimum 10 years of experience required. A relevant degree or certification is a plus. Compensation: ₹8–15 LPA depending on experience. All qualified applicants will receive consideration without regard to race, religion, gender or age. Apply now — interviews are being scheduled on a rolling basis.",0
